timestamp,data_type,data_format,data_version,data_meta_ID,data_meta_ASSIGNER,problemtype_value,reference_data_url,reference_data_refsource,description_data_0_value,cvssV3_version,cvssV3_vectorString,cvssV3_attackVector,cvssV3_attackComplexity,cvssV3_privilegesRequired,cvssV3_userInteraction,cvssV3_scope,cvssV3_confidentialityImpact,cvssV3_integrityImpact,cvssV3_availabilityImpact,cvssV3_baseScore,cvssV3_baseSeverity,baseMetricV3_exploitabilityScore,baseMetricV3_impactScore,cvssV2_version,cvssV2_vectorString,cvssV2_accessVector,cvssV2_accessComplexity,cvssV2_authentication,cvssV2_confidentialityImpact,cvssV2_integrityImpact,cvssV2_availabilityImpact,cvssV2_baseScore,baseMetricV2_severity,baseMetricV2_exploitabilityScore,baseMetricV2_impactScore,baseMetricV2_acInsufInfo,baseMetricV2_obtainAllPrivilege,baseMetricV2_obtainUserPrivilege,baseMetricV2_obtainOtherPrivilege,baseMetricV2_userInteractionRequired,publishedDate,lastModifiedDate
2020-09-09T07:00Z,CVE,MITRE,4.0,CVE-2020-0011,cve@mitre.org,CWE-787,https://source.android.com/security/bulletin/2020-03-01,MISC,"In get_auth_result of fpc_ta_hw_auth.c, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-137648045References: N/A",3.1,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH,6.7,MEDIUM,0.8,5.9,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,LOCAL,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,7.2,HIGH,3.9,10.0,False,False,False,False,False,2020-03-10T20:15Z,2020-03-11T12:35Z
2020-09-09T07:00Z,CVE,MITRE,4.0,CVE-2020-0012,cve@mitre.org,CWE-787,https://source.android.com/security/bulletin/2020-03-01,MISC,"In fpc_ta_pn_get_unencrypted_image of fpc_ta_pn.c, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-137648844",3.1,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH,6.7,MEDIUM,0.8,5.9,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,LOCAL,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,7.2,HIGH,3.9,10.0,False,False,False,False,False,2020-03-10T20:15Z,2020-03-11T12:33Z
2020-09-09T07:00Z,CVE,MITRE,4.0,CVE-2020-0014,cve@mitre.org,CWE-1021,https://source.android.com/security/bulletin/2020-02-01,MISC,It is possible for a malicious application to construct a TYPE_TOAST window manually and make that window clickable. This could lead to a local escalation of privilege with no additional execution privileges needed. User action is needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-128674520,3.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,NONE,NONE,5.5,MEDIUM,1.8,3.6,2.0,AV:N/AC:M/Au:N/C:P/I:N/A:N,NETWORK,MEDIUM,NONE,PARTIAL,NONE,NONE,4.3,MEDIUM,8.6,2.9,False,False,False,False,True,2020-02-13T15:15Z,2020-02-19T14:57Z
2020-09-09T07:00Z,CVE,MITRE,4.0,CVE-2020-0015,cve@mitre.org,CWE-269,https://source.android.com/security/bulletin/2020-02-01,MISC,"In onCreate of CertInstaller.java, there is a possible way to overlay the Certificate Installation dialog by a malicious application. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-139017101",3.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2.0,AV:L/AC:M/Au:N/C:P/I:P/A:P,LOCAL,MEDIUM,NONE,PARTIAL,PARTIAL,PARTIAL,4.4,MEDIUM,3.4,6.4,False,False,False,False,True,2020-02-13T15:15Z,2020-02-25T15:03Z
2020-09-09T07:00Z,CVE,MITRE,4.0,CVE-2020-0017,cve@mitre.org,CWE-200,https://source.android.com/security/bulletin/2020-02-01,MISC,"In multiple places, it was possible for the primary user’s dictionary to be visible to and modifiable by secondary users. This could lead to local information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-123232892",3.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,LOW,LOW,NONE,4.4,MEDIUM,1.8,2.5,2.0,AV:L/AC:M/Au:N/C:P/I:P/A:N,LOCAL,MEDIUM,NONE,PARTIAL,PARTIAL,NONE,3.3,LOW,3.4,4.9,False,False,False,False,True,2020-02-13T15:15Z,2020-02-25T14:34Z
2020-09-09T07:00Z,CVE,MITRE,4.0,CVE-2020-0018,cve@mitre.org,CWE-532,https://source.android.com/security/bulletin/2020-02-01,MISC,"In MotionEntry::appendDescription of InputDispatcher.cpp, there is a possible log information disclosure. This could lead to local disclosure of user input with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-139945049",3.1,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N,LOCAL,LOW,HIGH,NONE,UNCHANGED,HIGH,NONE,NONE,4.4,MEDIUM,0.8,3.6,2.0,AV:L/AC:L/Au:N/C:P/I:N/A:N,LOCAL,LOW,NONE,PARTIAL,NONE,NONE,2.1,LOW,3.9,2.9,False,False,False,False,False,2020-02-13T15:15Z,2020-02-18T13:19Z
2020-09-09T07:00Z,CVE,MITRE,4.0,CVE-2020-0020,cve@mitre.org,CWE-119,https://source.android.com/security/bulletin/2020-02-01,MISC,"In getAttributeRange of ExifInterface.java, there is a possible failure to redact location information from media files due to an incorrect bounds check. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-143118731",3.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,5.5,MEDIUM,1.8,3.6,2.0,AV:L/AC:L/Au:N/C:C/I:N/A:N,LOCAL,LOW,NONE,COMPLETE,NONE,NONE,4.9,MEDIUM,3.9,6.9,False,False,False,False,False,2020-02-13T15:15Z,2020-02-18T15:54Z
2020-09-09T07:00Z,CVE,MITRE,4.0,CVE-2020-0021,cve@mitre.org,CWE-476,https://source.android.com/security/bulletin/2020-02-01,MISC,"In removeUnusedPackagesLPw of PackageManagerService.java, there is a possible permanent denial-of-service due to a missing package dependency test. This could lead to remote denial of service with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-141413692",3.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,6.5,MEDIUM,2.8,3.6,2.0,AV:N/AC:L/Au:S/C:N/I:N/A:C,NETWORK,LOW,SINGLE,NONE,NONE,COMPLETE,6.8,MEDIUM,8.0,6.9,False,False,False,False,False,2020-02-13T15:15Z,2020-02-18T13:17Z
2020-09-09T07:00Z,CVE,MITRE,4.0,CVE-2020-0022,cve@mitre.org,CWE-787,http://packetstormsecurity.com/files/156891/Android-Bluetooth-Remote-Denial-Of-Service.html,MISC,"In reassemble_and_dispatch of packet_fragmenter.cc, there is possible out of bounds write due to an incorrect bounds calculation. This could lead to remote code execution over Bluetooth with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-143894715",3.1,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,ADJACENT_NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2.0,AV:A/AC:L/Au:N/C:C/I:C/A:C,ADJACENT_NETWORK,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,8.3,HIGH,6.5,10.0,False,False,False,False,False,2020-02-13T15:15Z,2020-05-13T14:15Z
2020-09-09T07:00Z,CVE,MITRE,4.0,CVE-2020-0023,cve@mitre.org,CWE-276,https://source.android.com/security/bulletin/2020-02-01,MISC,"In setPhonebookAccessPermission of AdapterService.java, there is a possible disclosure of user contacts over bluetooth due to a missing permission check. This could lead to local information disclosure if a malicious app enables contacts over a bluetooth connection, with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-145130871",3.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,5.5,MEDIUM,1.8,3.6,2.0,AV:L/AC:M/Au:N/C:C/I:N/A:N,LOCAL,MEDIUM,NONE,COMPLETE,NONE,NONE,4.7,MEDIUM,3.4,6.9,False,False,False,False,False,2020-02-13T15:15Z,2020-02-19T14:21Z
2020-09-09T07:00Z,CVE,MITRE,4.0,CVE-2020-0024,cve@mitre.org,CWE-276,https://source.android.com/security/bulletin/2020-05-01,MISC,"In onCreate of SettingsBaseActivity.java, there is a possible unauthorized setting modification due to a permissions bypass. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-8.1 Android-9 Android-10 Android-8.0Android ID: A-137015265",3.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2.0,AV:L/AC:M/Au:N/C:P/I:P/A:P,LOCAL,MEDIUM,NONE,PARTIAL,PARTIAL,PARTIAL,4.4,MEDIUM,3.4,6.4,False,False,False,False,True,2020-05-14T21:15Z,2020-05-18T19:01Z
2020-09-09T07:00Z,CVE,MITRE,4.0,CVE-2020-0026,cve@mitre.org,CWE-416,https://source.android.com/security/bulletin/2020-02-01,MISC,"In Parcel::continueWrite of Parcel.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-140419401",3.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,LOCAL,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,7.2,HIGH,3.9,10.0,False,False,False,False,False,2020-02-13T15:15Z,2020-02-18T16:10Z
2020-09-09T07:00Z,CVE,MITRE,4.0,CVE-2020-0027,cve@mitre.org,CWE-787,https://source.android.com/security/bulletin/2020-02-01,MISC,"In HidRawSensor::batch of HidRawSensor.cpp, there is a possible out of bounds write due to an unexpected switch fallthrough. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-144040966",3.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,LOCAL,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,7.2,HIGH,3.9,10.0,False,False,False,False,False,2020-02-13T15:15Z,2020-02-18T16:13Z
2020-09-09T07:00Z,CVE,MITRE,4.0,CVE-2020-0028,cve@mitre.org,CWE-200,https://source.android.com/security/bulletin/2020-02-01,MISC,"In notifyNetworkTested and related functions of NetworkMonitor.java, there is a possible bypass of private DNS settings. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-9Android ID: A-122652057",3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,NONE,NONE,6.5,MEDIUM,2.8,3.6,2.0,AV:N/AC:M/Au:N/C:C/I:N/A:N,NETWORK,MEDIUM,NONE,COMPLETE,NONE,NONE,7.1,HIGH,8.6,6.9,False,False,False,False,True,2020-02-13T15:15Z,2020-02-18T16:21Z
2020-09-09T07:00Z,CVE,MITRE,4.0,CVE-2020-0029,cve@mitre.org,CWE-200,https://source.android.com/security/bulletin/2020-03-01,MISC,"In the WifiConfigManager, there is a possible storage of location history which can only be deleted by triggering a factory reset. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-140065828",3.1,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:L/I:N/A:N,LOCAL,LOW,HIGH,NONE,UNCHANGED,LOW,NONE,NONE,2.3,LOW,0.8,1.4,2.0,AV:L/AC:L/Au:N/C:P/I:N/A:N,LOCAL,LOW,NONE,PARTIAL,NONE,NONE,2.1,LOW,3.9,2.9,False,False,False,False,False,2020-03-10T20:15Z,2020-03-11T12:27Z
2020-09-09T07:15Z,CVE,MITRE,4.0,CVE-2019-0001,cve@mitre.org,CWE-400,http://www.securityfocus.com/bid/106541,BID,"Receipt of a malformed packet on MX Series devices with dynamic vlan configuration can trigger an uncontrolled recursion loop in the Broadband Edge subscriber management daemon (bbe-smgd), and lead to high CPU usage and a crash of the bbe-smgd service. Repeated receipt of the same packet can result in an extended denial of service condition for the device. Affected releases are Juniper Networks Junos OS: 16.1 versions prior to 16.1R7-S1; 16.2 versions prior to 16.2R2-S7; 17.1 versions prior to 17.1R2-S10, 17.1R3; 17.2 versions prior to 17.2R3; 17.3 versions prior to 17.3R3-S1; 17.4 versions prior to 17.4R2; 18.1 versions prior to 18.1R3; 18.2 versions prior to 18.2R2.",3.0,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,HIGH,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,5.9,MEDIUM,2.2,3.6,2.0,AV:N/AC:M/Au:N/C:N/I:N/A:C,NETWORK,MEDIUM,NONE,NONE,NONE,COMPLETE,7.1,HIGH,8.6,6.9,False,False,False,False,False,2019-01-15T21:29Z,2020-07-22T18:00Z
2020-09-09T07:15Z,CVE,MITRE,4.0,CVE-2019-0002,cve@mitre.org,CWE-20,http://www.securityfocus.com/bid/106669,BID,"On EX2300 and EX3400 series, stateless firewall filter configuration that uses the action 'policer' in combination with other actions might not take effect. When this issue occurs, the output of the command: show pfe filter hw summary will not show the entry for: RACL group Affected releases are Junos OS on EX2300 and EX3400 series: 15.1X53 versions prior to 15.1X53-D590; 18.1 versions prior to 18.1R3; 18.2 versions prior to 18.2R2. This issue affect both IPv4 and IPv6 firewall filter.",3.0,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10.0,6.4,False,False,False,False,False,2019-01-15T21:29Z,2020-07-22T18:00Z
2020-09-09T07:15Z,CVE,MITRE,4.0,CVE-2019-0003,cve@mitre.org,CWE-20,http://www.securityfocus.com/bid/106544,BID,"When a specific BGP flowspec configuration is enabled and upon receipt of a specific matching BGP packet meeting a specific term in the flowspec configuration, a reachable assertion failure occurs, causing the routing protocol daemon (rpd) process to crash with a core file being generated. Affected releases are Juniper Networks Junos OS: 12.1X46 versions prior to 12.1X46-D77 on SRX Series; 12.3 versions prior to 12.3R12-S10; 12.3X48 versions prior to 12.3X48-D70 on SRX Series; 14.1X53 versions prior to 14.1X53-D47 on EX2200/VC, EX3200, EX3300/VC, EX4200, EX4300, EX4550/VC, EX4600, EX6200, EX8200/VC (XRE), QFX3500, QFX3600, QFX5100; 15.1 versions prior to 15.1R3; 15.1F versions prior to 15.1F3; 15.1X49 versions prior to 15.1X49-D140 on SRX Series; 15.1X53 versions prior to 15.1X53-D59 on EX2300/EX3400.",3.0,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,HIGH,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,5.9,MEDIUM,2.2,3.6,2.0,AV:N/AC:M/Au:N/C:N/I:N/A:P,NETWORK,MEDIUM,NONE,NONE,NONE,PARTIAL,4.3,MEDIUM,8.6,2.9,False,False,False,False,False,2019-01-15T21:29Z,2019-10-09T23:43Z
2020-09-09T07:15Z,CVE,MITRE,4.0,CVE-2019-0004,cve@mitre.org,CWE-200,https://kb.juniper.net/JSA10918,CONFIRM,"On Juniper ATP, the API key and the device key are logged in a file readable by authenticated local users. These keys are used for performing critical operations on the WebUI interface. This issue affects Juniper ATP 5.0 versions prior to 5.0.3.",3.0,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,5.5,MEDIUM,1.8,3.6,2.0,AV:L/AC:L/Au:N/C:P/I:N/A:N,LOCAL,LOW,NONE,PARTIAL,NONE,NONE,2.1,LOW,3.9,2.9,False,False,False,False,False,2019-01-15T21:29Z,2019-10-09T23:43Z
